scenario_id,credit_pd_cutoff,fraud_threshold,stablecoin_threshold,approval_rate,review_rate,decline_rate,approved_exposure,expected_credit_loss,expected_fraud_loss,stablecoin_risk_exposure,total_expected_loss,loss_rate,manual_review_volume,blocked_transaction_rate,model_risk_flag,model_risk_warnings
pd0.04_fraud0.35_stable0.40_base,0.04,0.35,0.4,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,431.5415247399251,700726.4214502613,1502694.3848533938,0.019544653124873714,4698,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 1019%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.04_fraud0.35_stable0.65_base,0.04,0.35,0.65,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,431.5415247399251,299703.529170047,1101671.4925731793,0.019544653124873714,4698,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 1019%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.04_fraud0.35_stable0.75_base,0.04,0.35,0.75,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,431.5415247399251,207445.0679058722,1009413.0313090046,0.019544653124873714,4698,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 1019%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.04_fraud0.35_stable0.85_base,0.04,0.35,0.85,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,431.5415247399251,161749.24661176317,963717.2100148955,0.019544653124873714,4698,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 1019%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.04_fraud0.50_stable0.40_base,0.04,0.5,0.4,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,1264.8509110893515,700726.4214502613,1503527.694239743,0.019544653124873714,3072,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 631%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.04_fraud0.50_stable0.65_base,0.04,0.5,0.65,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,1264.8509110893515,299703.529170047,1102504.8019595288,0.019544653124873714,3072,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 631%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.04_fraud0.50_stable0.75_base,0.04,0.5,0.75,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,1264.8509110893515,207445.0679058722,1010246.3406953539,0.019544653124873714,3072,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 631%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.04_fraud0.50_stable0.85_base,0.04,0.5,0.85,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,1264.8509110893515,161749.24661176317,964550.5194012449,0.019544653124873714,3072,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 631%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.04_fraud0.60_stable0.40_base,0.04,0.6,0.4,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,2485.1787709180708,700726.4214502613,1504748.0220995718,0.019544653124873714,2124,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 406%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.04_fraud0.60_stable0.65_base,0.04,0.6,0.65,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,2485.1787709180708,299703.529170047,1103725.1298193575,0.019544653124873714,2124,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 406%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.04_fraud0.60_stable0.75_base,0.04,0.6,0.75,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,2485.1787709180708,207445.0679058722,1011466.6685551826,0.019544653124873714,2124,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 406%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.04_fraud0.60_stable0.85_base,0.04,0.6,0.85,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,2485.1787709180708,161749.24661176317,965770.8472610736,0.019544653124873714,2124,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 406%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.04_fraud0.70_stable0.40_base,0.04,0.7,0.4,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,5744.082154725523,700726.4214502613,1508006.9254833793,0.019544653124873714,1369,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 226%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.04_fraud0.70_stable0.65_base,0.04,0.7,0.65,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,5744.082154725523,299703.529170047,1106984.033203165,0.019544653124873714,1369,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 226%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.04_fraud0.70_stable0.75_base,0.04,0.7,0.75,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,5744.082154725523,207445.0679058722,1014725.5719389901,0.019544653124873714,1369,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 226%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.04_fraud0.70_stable0.85_base,0.04,0.7,0.85,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,5744.082154725523,161749.24661176317,969029.7506448812,0.019544653124873714,1369,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 226%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.04_fraud0.80_stable0.40_base,0.04,0.8,0.4,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,9693.715441046386,700726.4214502613,1511956.5587697001,0.019544653124873714,1080,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 157%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.04_fraud0.80_stable0.65_base,0.04,0.8,0.65,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,9693.715441046386,299703.529170047,1110933.666489486,0.019544653124873714,1080,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 157%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.04_fraud0.80_stable0.75_base,0.04,0.8,0.75,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,9693.715441046386,207445.0679058722,1018675.205225311,0.019544653124873714,1080,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 157%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.04_fraud0.80_stable0.85_base,0.04,0.8,0.85,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,9693.715441046386,161749.24661176317,972979.383931202,0.019544653124873714,1080,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 157%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.05_fraud0.35_stable0.40_base,0.05,0.35,0.4,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,431.5415247399251,700726.4214502613,1502694.3848533938,0.019544653124873714,4698,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 1019%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.05_fraud0.35_stable0.65_base,0.05,0.35,0.65,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,431.5415247399251,299703.529170047,1101671.4925731793,0.019544653124873714,4698,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 1019%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.05_fraud0.35_stable0.75_base,0.05,0.35,0.75,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,431.5415247399251,207445.0679058722,1009413.0313090046,0.019544653124873714,4698,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 1019%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.05_fraud0.35_stable0.85_base,0.05,0.35,0.85,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,431.5415247399251,161749.24661176317,963717.2100148955,0.019544653124873714,4698,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 1019%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.05_fraud0.50_stable0.40_base,0.05,0.5,0.4,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,1264.8509110893515,700726.4214502613,1503527.694239743,0.019544653124873714,3072,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 631%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.05_fraud0.50_stable0.65_base,0.05,0.5,0.65,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,1264.8509110893515,299703.529170047,1102504.8019595288,0.019544653124873714,3072,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 631%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.05_fraud0.50_stable0.75_base,0.05,0.5,0.75,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,1264.8509110893515,207445.0679058722,1010246.3406953539,0.019544653124873714,3072,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 631%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.05_fraud0.50_stable0.85_base,0.05,0.5,0.85,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,1264.8509110893515,161749.24661176317,964550.5194012449,0.019544653124873714,3072,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 631%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.05_fraud0.60_stable0.40_base,0.05,0.6,0.4,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,2485.1787709180708,700726.4214502613,1504748.0220995718,0.019544653124873714,2124,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 406%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.05_fraud0.60_stable0.65_base,0.05,0.6,0.65,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,2485.1787709180708,299703.529170047,1103725.1298193575,0.019544653124873714,2124,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 406%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.05_fraud0.60_stable0.75_base,0.05,0.6,0.75,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,2485.1787709180708,207445.0679058722,1011466.6685551826,0.019544653124873714,2124,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 406%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.05_fraud0.60_stable0.85_base,0.05,0.6,0.85,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,2485.1787709180708,161749.24661176317,965770.8472610736,0.019544653124873714,2124,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 406%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.05_fraud0.70_stable0.40_base,0.05,0.7,0.4,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,5744.082154725523,700726.4214502613,1508006.9254833793,0.019544653124873714,1369,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 226%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.05_fraud0.70_stable0.65_base,0.05,0.7,0.65,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,5744.082154725523,299703.529170047,1106984.033203165,0.019544653124873714,1369,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 226%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.05_fraud0.70_stable0.75_base,0.05,0.7,0.75,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,5744.082154725523,207445.0679058722,1014725.5719389901,0.019544653124873714,1369,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 226%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.05_fraud0.70_stable0.85_base,0.05,0.7,0.85,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,5744.082154725523,161749.24661176317,969029.7506448812,0.019544653124873714,1369,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 226%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.05_fraud0.80_stable0.40_base,0.05,0.8,0.4,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,9693.715441046386,700726.4214502613,1511956.5587697001,0.019544653124873714,1080,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 157%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.05_fraud0.80_stable0.65_base,0.05,0.8,0.65,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,9693.715441046386,299703.529170047,1110933.666489486,0.019544653124873714,1080,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 157%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.05_fraud0.80_stable0.75_base,0.05,0.8,0.75,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,9693.715441046386,207445.0679058722,1018675.205225311,0.019544653124873714,1080,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 157%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.05_fraud0.80_stable0.85_base,0.05,0.8,0.85,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,9693.715441046386,161749.24661176317,972979.383931202,0.019544653124873714,1080,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 157%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.06_fraud0.35_stable0.40_base,0.06,0.35,0.4,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,431.5415247399251,700726.4214502613,1502694.3848533938,0.019544653124873714,4698,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 1019%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.06_fraud0.35_stable0.65_base,0.06,0.35,0.65,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,431.5415247399251,299703.529170047,1101671.4925731793,0.019544653124873714,4698,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 1019%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.06_fraud0.35_stable0.75_base,0.06,0.35,0.75,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,431.5415247399251,207445.0679058722,1009413.0313090046,0.019544653124873714,4698,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 1019%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.06_fraud0.35_stable0.85_base,0.06,0.35,0.85,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,431.5415247399251,161749.24661176317,963717.2100148955,0.019544653124873714,4698,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 1019%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.06_fraud0.50_stable0.40_base,0.06,0.5,0.4,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,1264.8509110893515,700726.4214502613,1503527.694239743,0.019544653124873714,3072,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 631%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.06_fraud0.50_stable0.65_base,0.06,0.5,0.65,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,1264.8509110893515,299703.529170047,1102504.8019595288,0.019544653124873714,3072,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 631%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.06_fraud0.50_stable0.75_base,0.06,0.5,0.75,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,1264.8509110893515,207445.0679058722,1010246.3406953539,0.019544653124873714,3072,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 631%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.06_fraud0.50_stable0.85_base,0.06,0.5,0.85,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,1264.8509110893515,161749.24661176317,964550.5194012449,0.019544653124873714,3072,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 631%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.06_fraud0.60_stable0.40_base,0.06,0.6,0.4,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,2485.1787709180708,700726.4214502613,1504748.0220995718,0.019544653124873714,2124,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 406%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.06_fraud0.60_stable0.65_base,0.06,0.6,0.65,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,2485.1787709180708,299703.529170047,1103725.1298193575,0.019544653124873714,2124,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 406%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.06_fraud0.60_stable0.75_base,0.06,0.6,0.75,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,2485.1787709180708,207445.0679058722,1011466.6685551826,0.019544653124873714,2124,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 406%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.06_fraud0.60_stable0.85_base,0.06,0.6,0.85,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,2485.1787709180708,161749.24661176317,965770.8472610736,0.019544653124873714,2124,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 406%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.06_fraud0.70_stable0.40_base,0.06,0.7,0.4,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,5744.082154725523,700726.4214502613,1508006.9254833793,0.019544653124873714,1369,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 226%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.06_fraud0.70_stable0.65_base,0.06,0.7,0.65,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,5744.082154725523,299703.529170047,1106984.033203165,0.019544653124873714,1369,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 226%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.06_fraud0.70_stable0.75_base,0.06,0.7,0.75,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,5744.082154725523,207445.0679058722,1014725.5719389901,0.019544653124873714,1369,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 226%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.06_fraud0.70_stable0.85_base,0.06,0.7,0.85,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,5744.082154725523,161749.24661176317,969029.7506448812,0.019544653124873714,1369,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 226%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.06_fraud0.80_stable0.40_base,0.06,0.8,0.4,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,9693.715441046386,700726.4214502613,1511956.5587697001,0.019544653124873714,1080,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 157%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
